,User-ID,ISBN,Book-Rating
11082,638,0316776963,10
11084,638,0316779490,9
11085,638,0316789089,10
11086,638,0316969443,10
11087,638,0345339711,10
11093,638,0385420161,9
11096,638,0385504209,10
11097,638,0385505833,10
11099,638,0394574745,8
11106,638,0446523569,10
11107,638,0446525502,9
11110,638,0446531332,10
11117,638,0609606727,8
11119,638,0670892963,7
11120,638,0671042556,9
11123,638,0679442790,10
11127,638,0679732241,9
11128,638,0679746048,7
11134,638,0688180639,9
11140,638,1558747028,10
11722,882,0064401847,10
11741,882,0373484224,7
11752,882,0385504209,10
11764,882,0440235162,10
11782,882,0515134368,6
11785,882,0517556278,8
11792,882,0553250426,10
11797,882,0553272586,5
11811,882,067101420X,4
11820,882,067976402X,10
13357,1733,0316089699,5
13372,1733,0373218400,9
13379,1733,0373242328,6
13424,1733,0380775840,9
13454,1733,0515118230,8
13457,1733,051513287X,9
13461,1733,0553285947,7
13468,1733,059035342X,10
13469,1733,0671007696,9
13480,1733,0743412621,8
14120,2033,0060248025,10
14133,2033,0140386645,8
14134,2033,0142000663,10
14144,2033,0316779059,10
14149,2033,0380775123,10
14154,2033,0399523308,6
14155,2033,0439064864,9
14156,2033,0439136350,9
14157,2033,0439139597,9
14158,2033,043935806X,9
14166,2033,0451456718,10
14182,2033,051513628X,6
14192,2033,0553573136,8
14193,2033,0590353403,9
14201,2033,0671524313,6
14209,2033,0688149790,8
14224,2033,0765342987,10
14225,2033,0765345048,10
14228,2033,0786880007,8
14255,2033,0836204387,10
14256,2033,0836218256,9
14257,2033,0836218787,10
14258,2033,0836220889,10
14259,2033,0836221362,10
14266,2033,0886773776,10
14279,2033,0886775639,8
14300,2033,0920668372,10
14448,2110,0060987529,7
14453,2110,0151008116,5
14455,2110,015216250X,8
14461,2110,0345307674,10
14462,2110,0345314255,10
14464,2110,0345335287,10
14467,2110,0345375580,10
14521,2110,0451137965,9
14525,2110,051512463X,8
14529,2110,0515136557,3
14537,2110,059035342X,10
14858,2276,0061030643,8
14861,2276,0061099155,9
14881,2276,0312983220,8
14882,2276,0312989385,10
14915,2276,0345379144,10
14922,2276,0345404793,9
14925,2276,0345423615,9
14944,2276,0385505833,5
14952,2276,0399146725,10
14977,2276,0425119653,8
14983,2276,0425182908,4
14986,2276,0440145465,10
14990,2276,0440220793,7
15034,2276,0446364622,8
15039,2276,0446609323,9
15041,2276,0446612790,10
15081,2276,0451204891,9
15092,2276,0451456734,10
15133,2276,0553263226,10
15143,2276,0553575538,10
15145,2276,0553576801,8
15146,2276,0553582526,9
15148,2276,0553583468,10
15149,2276,0553584510,9
15150,2276,0553585118,10
15158,2276,0671016768,8
15175,2276,0671524313,10
15195,2276,0671660632,5
15204,2276,0671729446,5
15208,2276,0671797050,10
15229,2276,0671876015,10
15238,2276,0743412753,9
15253,2276,0805063897,10
15257,2276,0812513711,8
15270,2276,0812585151,5
15310,2276,0886774632,10
15313,2276,0886775639,10
16252,2766,0060958022,8
16262,2766,014034294X,9
16286,2766,0316666343,9
16300,2766,038039586X,9
16302,2766,0380726815,6
16308,2766,0385508417,7
16315,2766,0425178102,5
16328,2766,0440219078,8
16334,2766,0440237688,7
16336,2766,044048474X,7
16343,2766,0446607339,8
16344,2766,0446611867,7
16347,2766,0449005615,9
16377,2766,0670030643,8
16390,2766,0671721291,6
16399,2766,0679751602,6
16406,2766,0684801221,10
16422,2766,0767902521,8
16449,2766,0842345523,9
16480,2766,0971880107,6
16506,2766,1566840287,7
16691,2891,0060504080,9
16714,2891,0142001740,7
16715,2891,0156027321,5
16726,2891,0345404475,7
16746,2891,0385503857,9
16767,2891,0449912558,9
16785,2891,0553211404,7
16803,2891,0671003755,7
16811,2891,0679732764,8
16818,2891,074325547X,8
16831,2891,0918949165,7
16835,2891,140003065X,9
17892,3363,0060652934,7
17905,3363,006098824X,10
17926,3363,0064472795,10
17996,3363,0312171838,10
18017,3363,0316096199,10
18065,3363,0373250118,7
18066,3363,0373250126,8
18073,3363,0373250207,10
18102,3363,0375706429,8
18124,3363,0380754843,8
18244,3363,044652087X,10
18257,3363,0446672211,10
18280,3363,0451409256,10
18336,3363,055323370X,10
18411,3363,0671027344,9
18442,3363,0679751602,8
18566,3363,0804108293,10
18889,3373,006109157X,7
18890,3373,0061099368,8
18894,3373,0312995423,5
18906,3373,039914613X,7
18907,3373,0399149155,8
18911,3373,0425161242,3
18913,3373,0425178951,5
18928,3373,0452264464,10
18932,3373,0671014919,6
18935,3373,0671027360,5
18936,3373,0671027387,5
20315,3827,014029628X,6
20330,3827,0345337662,7
20331,3827,0345348036,9
20332,3827,0345351525,8
20333,3827,0345371984,10
20334,3827,034538475X,8
20336,3827,0345409671,8
20337,3827,0345413350,7
20339,3827,0345423402,7
20365,3827,0441004326,8
20382,3827,0553562614,10
20386,3827,0553573985,10
20397,3827,0756401364,7
20399,3827,0765345048,10
20403,3827,0804114986,10
20406,3827,0826308791,8
20414,3827,0886779758,7
20752,4017,006000438X,10
20753,4017,0060175966,9
20755,4017,0060517794,10
20757,4017,0060915544,8
20764,4017,0060930187,10
20765,4017,006093090X,10
20767,4017,0060964049,9
20774,4017,0140042598,10
20775,4017,0140070206,10
20777,4017,0140244824,10
20779,4017,014028009X,9
20781,4017,015600710X,10
20782,4017,0156007754,9
20785,4017,0156907399,9
20789,4017,0312150601,5
20797,4017,0316096199,10
20801,4017,0316666343,10
20803,4017,0316789844,10
20804,4017,0316899984,5
20806,4017,0345389247,10
20811,4017,0345423097,10
20812,4017,0345423291,9
20813,4017,0345424719,10
20816,4017,0345443284,10
20818,4017,0375406530,10
20819,4017,0375411550,10
20820,4017,0375412557,10
20822,4017,0375500510,10
20826,4017,0375701966,9
20828,4017,0375705856,9
20830,4017,0375707972,10
20831,4017,0375724443,10
20834,4017,0380005239,10
20837,4017,038072975X,8
20839,4017,0380730138,9
20840,4017,0380732149,9
20843,4017,0385265700,9
20847,4017,0385319207,10
20849,4017,038533334X,10
20850,4017,0385486804,10
20851,4017,0385502532,9
20861,4017,0399142789,10
20868,4017,0446310786,10
20869,4017,0446516538,7
20872,4017,0446677450,10
20873,4017,0449002985,8
20874,4017,0449911004,8
20876,4017,0452260116,9
20879,4017,0452280621,10
20883,4017,0452282829,10
20890,4017,0609608738,10
20893,4017,0670892963,8
20894,4017,0671038184,10
20895,4017,0671510053,10
20904,4017,067976402X,10
20907,4017,068480087X,10
20908,4017,068484267X,10
20911,4017,0684852047,8
20914,4017,0688177859,7
20921,4017,0743439740,10
20928,4017,0786869011,9
20947,4017,1558746161,10
20950,4017,1565122968,10
20955,4017,1573225789,9
23635,5476,0312278586,7
23638,5476,0316096199,4
23642,5476,0316782262,6
23653,5476,0440225701,5
23654,5476,0446530387,7
23656,5476,0451168690,5
23662,5476,0670031062,7
23666,5476,0688177743,10
23667,5476,0743407083,9
23671,5476,0804108749,8
23969,5582,0060987324,8
23976,5582,014028009X,10
23977,5582,0140293248,9
23981,5582,0312966970,10
23983,5582,0312976275,10
23987,5582,0345301110,7
23988,5582,0345334531,8
23990,5582,0345409671,10
23991,5582,0345409876,8
23992,5582,0345423402,10
23994,5582,0375401598,7
24004,5582,0380817683,8
24007,5582,0380820293,8
24013,5582,0399142991,8
24014,5582,0425152251,10
24016,5582,0425176304,10
24017,5582,0425178579,10
24018,5582,0425181464,10
24019,5582,0425181685,10
24020,5582,0425183971,10
24021,5582,0440108268,8
24027,5582,0441005748,10
24028,5582,0441007813,10
24035,5582,0451191145,10
24036,5582,0451191153,10
24041,5582,0452281423,7
24042,5582,0452281431,6
24043,5582,0452281458,5
24045,5582,0515093556,7
24047,5582,0515131091,10
24048,5582,0525934960,8
24049,5582,0553212451,9
24054,5582,0671742493,9
24057,5582,0679454470,7
24058,5582,0679454489,8
24060,5582,0679720200,10
24062,5582,067973225X,10
24064,5582,0679763309,10
24071,5582,068482499X,10
24077,5582,0786808012,10
24090,5582,0874776945,9
24091,5582,087542791X,8
24093,5582,0918949165,10
24101,5582,1558744150,5
25453,6242,006000438X,6
25454,6242,0060934417,7
25455,6242,0060935464,7
25456,6242,0060958022,6
25457,6242,0060975547,5
25458,6242,0060987103,7
25467,6242,0140277439,6
25471,6242,0140293248,5
25474,6242,0142001430,7
25477,6242,0156006391,5
25480,6242,0312099436,5
25481,6242,0312130279,7
25483,6242,0312144075,5
25484,6242,0312150601,5
25485,6242,0312195516,7
25488,6242,0312243022,8
25492,6242,0312291639,5
25496,6242,0345389247,7
25498,6242,0345418018,6
25501,6242,0375705198,6
25502,6242,0375705856,5
25503,6242,0375706062,7
25504,6242,0375706410,8
25505,6242,0375707425,7
25506,6242,037570745X,7
25507,6242,0375707972,8
25508,6242,0375724834,7
25520,6242,038542017X,7
25521,6242,0385475772,7
25522,6242,0385494785,7
25525,6242,0385720467,7
25532,6242,039592720X,5
25533,6242,0446670251,5
25534,6242,0446678457,5
25535,6242,0449910830,7
25536,6242,0452264464,5
25592,6242,0679455116,5
25593,6242,0679724362,6
25595,6242,0679745653,5
25596,6242,0679746048,5
25601,6242,0679777547,6
25602,6242,0684195488,7
25603,6242,0684800713,6
25604,6242,068480087X,6
25606,6242,068482499X,6
25608,6242,068484477X,8
25609,6242,0684850273,5
25620,6242,0767903382,7
25649,6242,0871136791,8
25667,6242,1573227331,6
25668,6242,1573228214,6
25670,6242,1573229326,6
25708,6251,0060171928,8
25710,6251,0060177888,9
25715,6251,0060256737,10
25718,6251,0060392452,10
25744,6251,0061009059,7
25759,6251,0064400565,10
25777,6251,0140067477,10
25786,6251,0140257934,8
25791,6251,0140328696,9
25808,6251,015602943X,10
25861,6251,0312966091,9
25863,6251,0312980140,7
25870,6251,0316569321,8
25877,6251,0345326342,8
25893,6251,0345392825,8
25905,6251,0345440145,7
25923,6251,0375504613,7
25925,6251,0375725784,4
25927,6251,0375727345,6
25935,6251,0380600129,10
25954,6251,0380789035,7
25955,6251,0380792737,8
25959,6251,0380807343,8
25978,6251,0385484518,7
25987,6251,0394404289,10
25999,6251,039480001X,10
26000,6251,0394820371,10
26034,6251,042519485X,8
26040,6251,0439136350,10
26041,6251,0439139597,10
26046,6251,043935806X,9
26061,6251,0440224675,6
26080,6251,0440487617,10
26082,6251,0440498058,10
26087,6251,0440998050,10
26098,6251,0446343455,9
26106,6251,0446532231,10
26130,6251,0449702766,10
26157,6251,0451821971,9
26175,6251,0517149257,10
26180,6251,0525934960,9
26189,6251,0553210092,7
26198,6251,0553274325,10
26210,6251,0553560247,7
26211,6251,0553560468,5
26234,6251,0590406205,10
26251,6251,0609610597,3
26268,6251,0670894605,8
26278,6251,0671204971,10
26279,6251,067150987X,10
26286,6251,0671660632,10
26307,6251,0679454446,8
26315,6251,0679731148,7
26322,6251,067976402X,8
26332,6251,068484267X,8
26339,6251,0684859777,8
26348,6251,0688149790,7
26381,6251,0761121323,9
26408,6251,0786869216,10
26411,6251,0786885688,8
26431,6251,0807083054,9
26433,6251,0809117541,10
26456,6251,0836218353,10
26457,6251,0836218655,10
26460,6251,0836220730,10
26461,6251,0836220986,10
26521,6251,1400032717,10
26541,6251,156402976X,10
26746,6323,0380730820,5
26754,6323,0385424728,6
26779,6323,0425163385,7
26784,6323,0440211263,9
26790,6323,0440236169,2
26801,6323,0446667900,7
26833,6323,0553285343,9
26869,6323,0679450408,4
26881,6323,0684852225,7
26888,6323,0805036377,5
27406,6543,0060987103,10
27407,6543,0061009059,8
27408,6543,0061009504,10
27409,6543,0061020710,6
27411,6543,0061031550,9
27416,6543,0061099015,6
27417,6543,0061099643,6
27438,6543,014025448X,8
27441,6543,0140257934,7
27443,6543,0140270590,7
27445,6543,0140280553,6
27451,6543,0142000361,6
27455,6543,0142004278,6
27477,6543,0312289723,8
27478,6543,0312306326,6
27479,6543,0312313810,6
27483,6543,0312951469,10
27505,6543,0312979096,7
27506,6543,0312980140,8
27521,6543,0345297709,6
27522,6543,0345326490,8
27523,6543,0345342968,8
27526,6543,0345436911,8
27529,6543,0345443128,7
27530,6543,0345445848,7
27535,6543,0374100128,5
27537,6543,0375411070,10
27540,6543,0375422412,7
27547,6543,0375704027,9
27556,6543,038072975X,8
27560,6543,0380784491,8
27561,6543,0380792745,9
27563,6543,0380813815,10
27575,6543,038548951X,10
27578,6543,0385721420,7
27579,6543,0385722206,6
27596,6543,0399149422,5
27598,6543,0399150854,7
27605,6543,0425192725,8
27614,6543,0446604658,8
27615,6543,0446605484,10
27617,6543,0446610038,9
27622,6543,0449911594,8
27624,6543,0451179285,10
27629,6543,0451197399,7
27631,6543,0451205561,6
27632,6543,0451206002,6
27654,6543,0553251481,10
27657,6543,0553274503,8
27660,6543,055356773X,6
27661,6543,0553569619,7
27664,6543,0553574566,8
27671,6543,0553580078,6
27685,6543,0670030643,7
27686,6543,0670031208,8
27709,6543,067976397X,7
27731,6543,0743235150,8
27745,6543,0767905385,7
27755,6543,0802135161,6
27757,6543,0805062971,8
27767,6543,0836218051,10
27772,6543,0872860175,10
27794,6543,1400031346,6
27795,6543,1400031354,7
27796,6543,1400031362,8
27806,6543,1563898586,8
27815,6543,1573225789,9
27834,6563,0060085444,6
27839,6563,0060915544,9
27844,6563,0060987103,8
27848,6563,0061097101,10
27856,6563,0140286276,8
27864,6563,0312171838,5
27866,6563,0312278586,7
27873,6563,0316693324,5
27898,6563,0380796104,8
27904,6563,0385335830,7
27908,6563,0385413041,8
27909,6563,0385484518,10
27918,6563,0425155722,8
27924,6563,0439139600,9
27925,6563,043935806X,10
27932,6563,0440211727,10
27934,6563,0440213525,9
27938,6563,0440224594,9
27948,6563,0446600474,7
27953,6563,0446610674,9
27954,6563,0446613266,9
27986,6563,0618045996,9
27987,6563,0670032379,9
27990,6563,0671021001,2
27998,6563,0671693816,7
28000,6563,0671727583,8
28006,6563,0679751602,9
28009,6563,0684872153,1
28012,6563,0688180639,5
28020,6563,0743418174,9
28023,6563,0767900383,3
28027,6563,0786868716,10
28028,6563,0786881852,8
28030,6563,0804114609,10
28033,6563,0812967240,7
28041,6563,1400031346,8
28045,6563,1558745017,5
28046,6563,1558746226,5
28134,6575,006000438X,9
28135,6575,0060081961,8
28142,6575,0060198133,8
28143,6575,0060502258,8
28157,6575,0060929790,8
28161,6575,0060934417,9
28167,6575,0060972122,3
28168,6575,0060976241,8
28174,6575,0060987103,9
28203,6575,014018869X,8
28209,6575,014028009X,4
28212,6575,0140286276,7
28213,6575,0140293248,8
28214,6575,014029628X,7
28216,6575,0140298479,6
28220,6575,0141000198,4
28222,6575,0142001740,8
28233,6575,0156006391,9
28235,6575,0156007754,8
28237,6575,015602943X,10
28238,6575,015640057X,7
28247,6575,0312144075,9
28248,6575,0312150601,8
28253,6575,0312195516,8
28255,6575,0312243022,7
28257,6575,0312261594,2
28259,6575,0312265867,9
28262,6575,0312282990,9
28270,6575,0312966970,9
28274,6575,0312980140,9
28279,6575,0312986343,5
28280,6575,0312989393,6
28290,6575,0316777722,9
28291,6575,0316779423,5
28308,6575,0345366239,9
28309,6575,034536676X,7
28314,6575,0345389247,8
28317,6575,0345391802,8
28323,6575,0345413350,5
28324,6575,0345416260,8
28327,6575,0345423135,7
28338,6575,0373250126,5
28342,6575,0374121230,6
28349,6575,037541309X,9
28351,6575,037542217X,9
28352,6575,0375422412,7
28353,6575,0375501347,6
28356,6575,0375502238,7
28364,6575,037570485X,9
28365,6575,0375705856,8
28366,6575,0375706410,9
28367,6575,0375706771,7
28374,6575,0375725784,7
28380,6575,0375760911,7
28381,6575,0380002930,4
28391,6575,0380730200,8
28408,6575,0380977788,9
28416,6575,038533334X,4
28420,6575,0385335482,5
28423,6575,0385474547,8
28426,6575,0385484518,6
28431,6575,038549744X,9
28437,6575,0385720106,7
28440,6575,0385722206,9
28459,6575,0399151648,7
28465,6575,042513699X,5
28467,6575,0425167720,8
28470,6575,0425174344,6
28474,6575,0425184943,4
28486,6575,0440221099,7
28502,6575,0446527785,1
28504,6575,0446600660,7
28505,6575,0446603422,5
28508,6575,0446604666,7
28509,6575,0446606812,2
28513,6575,0446672211,8
28519,6575,0449002985,7
28525,6575,0449213447,9
28532,6575,0449221393,5
28544,6575,0449911004,8
28548,6575,0451163966,8
28549,6575,0451185560,6
28571,6575,0452282152,6
28582,6575,0517595753,8
28596,6575,0553279912,7
28599,6575,0553289691,6
28608,6575,0553574663,6
28618,6575,0609804138,8
28627,6575,0670869902,7
28632,6575,0671001795,9
28651,6575,0671743058,7
28660,6575,0679404864,8
28663,6575,0679429220,6
28667,6575,0679442405,9
28671,6575,0679457526,7
28681,6575,0679731148,7
28688,6575,0679736042,7
28695,6575,0679745203,8
28697,6575,0679746048,9
28699,6575,0679751602,9
28707,6575,067976402X,7
28724,6575,0684822652,9
28731,6575,068484267X,9
28755,6575,0743227441,7
28784,6575,0786886323,9
28796,6575,080410526X,5
28797,6575,0804106304,9
28798,6575,080410753X,8
28799,6575,0804108293,7
28802,6575,0804111359,2
28818,6575,0811202208,9
28820,6575,0811801802,9
28832,6575,0836217012,8
28833,6575,0836218310,10
28834,6575,0836218515,9
28835,6575,0836218655,8
28836,6575,0836218817,8
28854,6575,0890876517,6
28855,6575,0890876789,7
28856,6575,0890877033,7
28879,6575,1400031346,9
28880,6575,1400031354,9
28882,6575,1400034779,9
28911,6575,1573223425,6
28919,6575,1573229725,8
30115,7125,0060086386,8
30117,7125,0060096195,8
30122,7125,0060532149,10
30135,7125,0140293248,6
30137,7125,0156028778,2
30142,7125,0312284683,6
30161,7125,0345469674,3
30164,7125,0373250150,7
30167,7125,0373250479,8
30174,7125,0375760911,9
30176,7125,038079487X,7
30179,7125,0380820293,9
30210,7125,0452283027,8
30211,7125,0452283930,8
30212,7125,0515120006,6
30224,7125,0553582763,8
30226,7125,060980619X,3
30231,7125,0671028375,9
30236,7125,067179356X,10
30242,7125,0743418174,8
30245,7125,0743448677,7
30255,7125,0767903854,8
30256,7125,0767907817,8
30261,7125,0786868716,10
30263,7125,0804114609,10
30268,7125,0871138190,5
30273,7125,1400031354,10
30487,7158,0316168688,8
30500,7158,0345422783,8
30562,7158,0399147101,8
30563,7158,0399151273,10
30588,7158,0440226104,7
30593,7158,0446520802,10
30595,7158,0446527793,10
30598,7158,0446532452,8
30600,7158,0446605239,10
30601,7158,0446605484,8
30604,7158,0446610399,9
30605,7158,0446611085,8
30610,7158,0446672211,8
30661,7158,0553582747,8
30667,7158,0553801430,7
30675,7158,067100042X,6
30682,7158,0671510053,9
30698,7158,067942525X,10
30734,7158,074343627X,1
30765,7158,0843951036,8
30817,7158,155874262X,7
30819,7158,1558748865,9
31062,7283,006109398X,8
31073,7283,0345380371,8
31075,7283,0345441036,8
31077,7283,0375707972,10
31082,7283,0385504209,9
31084,7283,0385722206,10
31098,7283,0451451538,9
31101,7283,0553281747,9
31104,7283,0553575384,10
31111,7283,0743246071,10
31493,7346,0020198906,8
31526,7346,0060987103,7
31532,7346,0061020648,9
31554,7346,0064471047,9
31555,7346,0064472272,6
31566,7346,014018869X,6
31569,7346,0140254544,8
31572,7346,014029628X,8
31579,7346,0140386645,8
31580,7346,0140430725,10
31608,7346,0312201656,8
31609,7346,0312203039,7
31611,7346,0312265867,6
31620,7346,0312924585,9
31621,7346,0312925581,9
31626,7346,0312966970,8
31628,7346,0312976275,7
31631,7346,0312980140,8
31633,7346,0316096199,8
31662,7346,0345316002,7
31664,7346,0345318862,7
31667,7346,0345327861,7
31674,7346,0345341678,7
31676,7346,0345348036,8
31681,7346,0345361792,9
31684,7346,0345370775,8
31688,7346,0345380371,9
31690,7346,0345384911,6
31695,7346,0345391055,7
31704,7346,0345445848,6
31732,7346,0375726403,8
31735,7346,0380001411,8
31739,7346,0380423901,9
31741,7346,0380603926,8
31743,7346,0380704587,8
31749,7346,0380710722,8
31754,7346,038072152X,6
31756,7346,0380725584,9
31757,7346,0380725827,8
31758,7346,0380728273,8
31761,7346,0380752891,6
31762,7346,0380759470,6
31763,7346,0380759489,6
31764,7346,0380759497,6
31767,7346,0380780879,8
31774,7346,0380798565,9
31780,7346,0380820447,7
31781,7346,0380977788,9
31783,7346,0385315546,8
31786,7346,0385335881,8
31793,7346,0385479565,8
31798,7346,0385730586,7
31821,7346,0399145087,7
31822,7346,0399147195,8
31823,7346,0413537900,7
31824,7346,0413588106,7
31838,7346,0425147622,8
31843,7346,0425154092,8
31851,7346,0425177173,8
31858,7346,042518403X,6
31861,7346,0425187144,8
31869,7346,043936213X,9
31880,7346,0440221471,9
31884,7346,0440224705,7
31886,7346,0440225701,10
31887,7346,0440234743,9
31890,7346,0440236673,8
31893,7346,0440241073,8
31915,7346,044048474X,7
31924,7346,0440940001,9
31937,7346,0445406518,9
31945,7346,0446353205,7
31946,7346,0446359866,7
31951,7346,0446365386,8
31983,7346,0449003787,8
32003,7346,0449212750,7
32010,7346,0449219364,8
32012,7346,0449219461,7
32022,7346,0449235998,7
32035,7346,0451141083,7
32040,7346,0451184726,8
32042,7346,0451188454,8
32044,7346,0451202503,8
32048,7346,0451457811,9
32049,7346,0451458125,9
32054,7346,0451521285,8
32058,7346,0451526341,8
32065,7346,0515087122,8
32066,7346,0515090174,8
32100,7346,0553205587,10
32106,7346,0553210793,8
32107,7346,0553211285,8
32112,7346,0553213156,8
32114,7346,0553213180,9
32124,7346,0553242954,9
32146,7346,055327824X,8
32151,7346,0553284789,6
32152,7346,0553287532,7
32154,7346,0553291955,10
32163,7346,0553560247,8
32171,7346,0553575384,10
32186,7346,059030271X,10
32191,7346,0590353403,10
32236,7346,0670892963,7
32237,7346,0671001795,8
32248,7346,0671250671,8
32270,7346,0671617028,8
32279,7346,0671701231,7
32284,7346,0671726889,8
32304,7346,0671867172,9
32305,7346,0671880187,7
32325,7346,0684822652,8
32329,7346,0684872153,7
32339,7346,0743227441,9
32360,7346,0786868716,7
32366,7346,0802139256,8
32372,7346,0804106304,9
32373,7346,080410753X,8
32380,7346,0807083178,9
32383,7346,0812510992,6
32400,7346,0836210263,7
32402,7346,0836221192,6
32404,7346,0836236688,8
32408,7346,0842314296,8
32419,7346,0874869870,8
32456,7346,1558531025,9
32457,7346,155874262X,7
32463,7346,1559029838,8
33326,7915,0061009059,8
33344,7915,015100692X,5
33351,7915,0312195516,10
33352,7915,0312265840,9
33355,7915,0312966091,8
33358,7915,0312976275,10
33360,7915,0312980140,10
33372,7915,0345346491,7
33383,7915,0375706771,8
33386,7915,038072362X,9
33391,7915,0385301499,10
33396,7915,0385504209,10
33401,7915,0394571029,7
33405,7915,042511774X,8
33418,7915,0440215625,10
33422,7915,0440226430,7
33439,7915,0451410947,7
33442,7915,0452282152,9
33445,7915,0515133418,5
33464,7915,0609804138,3
33482,7915,0679745203,5
33496,7915,0786862564,6
33497,7915,0786868716,10
33877,8066,014100018X,8
33882,8066,0156027321,9
33889,8066,0312243022,9
33896,8066,0345420438,4
33903,8066,0375501371,9
33913,8066,038548951X,8
33925,8066,044023722X,7
33933,8066,0449212750,6
33947,8066,0679448594,5
33950,8066,0679734775,7
33967,8066,0743418174,8
33968,8066,0767900383,8
33971,8066,076790382X,4
33973,8066,0767905385,7
33987,8066,0871136791,7
33996,8066,0943233437,10
34004,8066,140003180X,7
34029,8067,0060096195,10
34034,8067,0061009059,10
34039,8067,0312265859,10
34040,8067,0312284683,10
34041,8067,0312306326,7
34047,8067,0312966806,7
34048,8067,0312966970,10
34054,8067,0312979886,9
34056,8067,0312980159,10
34058,8067,0312983271,10
34064,8067,0345469674,6
34081,8067,0373250274,8
34100,8067,0375760911,10
34102,8067,0380780879,10
34104,8067,0380782340,9
34106,8067,0380814390,9
34111,8067,0385335830,9
34112,8067,038533656X,10
34113,8067,0385472951,10
34119,8067,042518630X,2
34122,8067,0440241162,10
34128,8067,0446610542,9
34131,8067,0446613053,10
34132,8067,0446692298,10
34134,8067,0451182979,10
34143,8067,0451206673,10
34146,8067,0452284295,10
34159,8067,055357258X,10
34160,8067,0553574639,10
34161,8067,0553574663,10
34162,8067,0553574671,10
34167,8067,0553578359,10
34170,8067,0671001795,10
34180,8067,0671769200,10
34189,8067,0743469801,10
34191,8067,075820230X,10
34193,8067,0786862572,6
34194,8067,0804114609,7
34213,8067,1551666189,10
34215,8067,1551668270,8
34218,8067,1551669412,10
34219,8067,1551669498,10
34229,8067,159184021X,10
34555,8245,0060083298,7
34556,8245,0060199652,6
34567,8245,0061091790,9
34571,8245,0061099732,8
34574,8245,0064400026,8
34575,8245,0064404773,9
34581,8245,0142001430,9
34583,8245,0156006529,7
34584,8245,0156027321,9
34587,8245,0312171838,7
34589,8245,0312195516,9
34594,8245,0312966806,8
34595,8245,0312974256,8
34597,8245,0312978383,8
34599,8245,0316777722,8
34602,8245,0345362721,7
34603,8245,0345366239,7
34604,8245,0345416260,8
34605,8245,0345425707,8
34608,8245,0345446860,7
34621,8245,0380796104,9
34622,8245,0380820145,6
34624,8245,0380820447,8
34627,8245,0385302304,9
34628,8245,0385334923,10
34639,8245,0399145923,8
34642,8245,042513699X,7
34651,8245,0439064872,8
34652,8245,0440122090,9
34655,8245,0440207770,8
34662,8245,0440224764,8
34667,8245,0446526126,9
34668,8245,0446603716,8
34670,8245,0446606324,9
34672,8245,0446679364,8
34674,8245,0449006344,7
34679,8245,0451409973,8
34682,8245,0452281636,7
34683,8245,0452282152,10
34685,8245,0452282829,6
34686,8245,0452284449,9
34688,8245,051511779X,7
